,index,Premise 1,Conclusion,Premise 1_f1
1456,2973,Studies show that solving puzzles can lessen the risks of Alzheimer’s,Studies show that solving puzzles can lessen the risks of Alzheimer’s,0.9349986910820008
1457,2977,Containment of gases can prevent uncontrollable tears caused by onion.,using a fan can can prevent uncontrollable tears caused by onion,0.935943365097046
1458,3613,Containment of gases can prevent uncontrollable tears caused by onion.,using a fan can can prevent uncontrollable tears caused by onion,0.935943365097046
1459,2978,France is one of the most popular destinations for tourists.,France receive a massive annual income from foreigners.,0.9588669538497924
1460,2980,Low-cost labour has led china to a dramatic economical growth.,China's large population has led china to a dramatic economical growth.,0.9675876498222352
1461,2982,"Water, wind, or ice weathering on rocks.","Water, wind, or ice breaks down or dissolves rocks.",0.934117555618286
1462,2983,Some theorists have proposed that dreams function to shut out irrelevant memories or noise that has been acquired during the day.,"Some theorists have proposed that dreams function to leave space for relevant, useful memories to be strengthened.",0.9694076776504515
1463,2986,biased breeding has led to a significant decrease in genetic diversity and resources among livestock breeds,"During the second half of the 20th century, producers using selective breeding have led to a significant decrease in genetic diversity and resources among livestock breeds",0.9428951740264891
1464,2990,The immune system is too weak to fight off other diseases and infections.,"Without treatment, a person with HIV is likely to develop a serious condition in which person could die as soon as possible.",0.9506182670593262
1465,2991,Children growing up in a home where one parent is suffering from alcoholism are constantly exposed to negative behaviour,Children growing up in a home where one parent is suffering from alcoholism are likely to become violent,0.996778130531311
1466,2993,It's important to teach children to be patient,It's important to teach children to be patient,0.9025954604148864
1467,2996,smoking causes venoms.,smoking cause cellulite.,0.8979427814483643
1468,2998,eating too much potatoes could surely lead to inadequate vitamin C,too much potatoes could surely lead to flatulence,0.9046643972396852
1469,2999,Excessive fructose consumption may cause resistance to leptin.,Excessive fructose consumption may cause resistance to an impotant hormone that regulates hunger and tells your body to stop eating.,1.0
1470,3001,Eren has been injected with Titan spine fluid.,Eren has been injected with Titan spine fluid.,0.9074823260307312
1471,3003,olive oil is a great source of morphine,olive oil helps regulate blood flow in brain,0.9014201760292052
1472,3005,there is an uncertainty in handling blockchain too.,there is an uncertainty in handling blockchain too.,0.8833951950073242
1473,3006,Exergaming can help you stay active,Exergaming can delay the type 2 diabetes,0.8819795846939087
1474,3013,Suleiman the Magnificent ordered the army to attack Spain.,Suleiman the Magnificent made Spain kingdom withdrew.,0.9462722539901732
1475,3016,David Hepburn was a renowned physician and anatomist.,David Hepburn was appreciated in his society.,0.9901737570762634
1476,3020,Tourism will continue to stagnate in the future.,European tourism will continue to stagnate in the future.,0.9253706336021424
1477,3021,The presence of radiation protects the health of nuclear plant’s staff.,Lead shielding protects the health of nuclear plant’s staff.,0.9736905097961426
1478,3022,"wheat bran, whole grains, cereals, seeds, and the skins of many fruits and vegetables are insoluble fiber.","wheat bran, whole grains, cereals, seeds, and the skins of many fruits and vegetables helping the stool pass more quickly through the intestines.",0.957033634185791
1479,3024,Cognitive architecture is a theory about the structure of the human mind,"One of the main goals of a theory about the structure of the human mind,is to summarize the various results of cognitive psychology in a comprehensive computer model",0.9776725769042968
1480,3026,The flying of unknown drones increases the risk of accidents,Stadium owners must spend more money on security because of the flying of unknown drones,0.9289951920509338
1481,3027,Consumers looking for high quality products refuse buying goods from bargain brands,Consumers looking for high quality products refuse buying goods from bargain brands,0.8695851564407349
1482,3031,Lobsters have a large amount of Nociceptors.,Lobsters has the criteria for a pain response.,0.9098508358001708
1483,3034,When contents from your stomach move up into your esophagus it can acid reflux.,When contents from your stomach move up into your esophagus it can cause an uncomfortable burning feeling in your chest.,0.9729125499725342
1484,3040,Monounsaturated fats are resistant to high heat., Extra virgin olive oil is resistant to high heat.,0.993012011051178
1485,3041,Most cell phones have Internet access, most cell phones help students in gathering the information that they need for school ,0.9496803283691406
1486,3043,a promise to exchange the note for money under certain circumstances,"If a country has its own national currency, this involves promises to exchange the note for money under certain circumstances",0.9357115030288696
