,Unnamed: 0.1,Unnamed: 0,Premise 1,Premise 2,Conclusion,Premise 1_f1,Premise 2_f1,index
1651,1631,2248,Andalusia was one of the most profitable economies in the europe., silk was one the most profitable economies in the europe.,Andalusia was one the most profitable economies in the europe.,0.9123173356056212,0.8657615780830383,3316
1652,1632,335, erosion is one of the main factors contributing to desertification,The cultivation of semi-arid regions results in uneven weather,The cultivation of semi-arid regions is one of the main factors contributing to desertification,0.95563143491745,0.9653475284576416,3317
1653,1633,1788,Psittacula bensoni is an extinct breed,Pittacula bensoni is an extinct breed,Psittacula bensoni is an extinct breed,0.9110692739486694,0.7985947132110596,3318
1654,1634,2249,Being able to reach their parents allows students to have extra time to study.,These ubiquitous communication tools allow students to find their parents.,These ubiquitous communication tools allow students to have extra time to study.,0.9306463003158568,0.981266975402832,3320
1655,1635,2250,Floods can cause the global food supply.,Climate change increases sea levels.,Climate change will cause the global food supply.,0.9201156497001648,0.8808287382125854,3321
1656,1636,2251,We could run out of non-renewable resources in adverse economic conditions,We could run out of non-renewable resources in adverse economic conditions,We could run out of non-renewable resources in adverse economic conditions,0.9160486459732056,0.9274938702583312,3324
1657,1637,1297,Scientists at Washington University in St. Louis announced on Thursday that they’ve developed a test that can predict the development ofAmyloid.,Scientists at Washington University in St. Louis announced on Thursday that they’ve developed a test called Amyloid.,Scientists at Washington University in St. Louis announced on Thursday that they’ve developed a test that can predict the development of plaques in the brain.,0.8856942653656006,0.9825214147567748,3325
1658,1638,2252,Several forests are cut into lumber.,Plants are transformed into furniture.,Several forests are transformed into furniture.,0.9169012904167176,0.944679856300354,3329
1659,1639,1789,Grey fox is attached to an exoskeleton to pursue his life as a human-robot.,Grey fox is a human-robot.,Grey fox is attached to an exoskeleton to pursue his life as a human-robot.,0.9419920444488524,0.8782769441604614,3333
1660,1640,820,Persian Carpet is a universal reputation in carpet weaving.,Carpet has a universal reputation in carpet weaving.,Persian Carpet has a universal reputation in carpet weaving.,0.9148064851760864,0.9054303765296936,3335
1661,1641,336,Job flexibility demands job flexibility,Being an architect demands job flexibility,"Working as an architect, demands job flexibility",0.8825299143791199,0.9419708847999572,3336
1662,1642,821,Philadelphia became the central meeting place for the United States goverments.,Philadelphia became the central meeting place for the Founding father.,Philadelphia became the central meeting place for the Founding father.,0.9530907273292542,0.8732320666313171,3337
1663,1643,2253,the construction of dams disrupts the flow of water,the loss of water leads to degraded riverine ecosystems as part of the hydrological alteration,the construction of dams lead to degraded riverine ecosystems as part of the hydrological alteration,0.9424477815628052,0.9590373635292052,3339
1664,1644,1790,music helps to stimulate the brain,Brain cells help to regenerate brain cells,music helps to regenerate brain cells,0.9419249296188354,0.9578666090965272,3340
1665,1645,1791,"People who develop and maintain blueprints of the organization,are known as business architects","A common understanding of the organization and is used to align strategic objectives and tactical demands,are known as business architects","People who develop and maintain blueprints of the enterprise that provides a common understanding of the organization and is used to align strategic objectives and tactical demands,are known as business architects",0.9441317319869996,0.9196945428848268,3344
1666,1646,337,Humans are proposed to eat watery fruits.,Watery fruits are proposed to eat watery fruits.,Humans are proposed to eat watery fruits.,0.8942546844482422,0.89202880859375,3346
1667,1647,338, vertical farming is the main source of water for farming.,Vertical farming will be labor intensive and costly., the pollination process in vertical farming will be labor intensive and costly.,0.8857609033584595,0.9359443187713624,3347
1668,1648,2254,the popularity of organic food has increased interest in buying health farms,the popularity of organic food has resulted in the rise of demand,the popularity of organic food has increased interest in buying health farms,0.9405386447906494,0.9599671959877014,3349
1669,1649,2255,ships must anchor off while their cargo and passengers are taken ashore by barge or launch,In some third world countries and small islands,ships must anchor off while their cargo and passengers are taken ashore by barge or launch in some third world countries and small islands,0.9554088711738586,0.9498186111450196,3350
1670,1650,1792, bleeding can lead to a heart attack or stroke.,smoking can lead to narrowing of the arteries.,smoking can lead to a heart attack or stroke.,0.950173020362854,0.9118412733078004,3352
1671,1651,339,counting your calories helps you lose weight,Weight loss helps you to lose weight twice as fast,counting your calories helps you to lose weight twice as fast,0.9439759254455566,0.9371899962425232,3353
1672,1652,340,"When the cortex of your hair absorbs water and swells up, it becomes expandable.","It makes wet hair much easier to damage, especially when brushing or styling.","When the cortex of your hair absorbs water and swells up, it makes wet hair much easier to damage, especially when brushing or styling.",0.9533678889274596,0.9349423050880432,3358
1673,1653,1793,Air pollution kills 4 milion people a year.,The pollution generated by household combustion of fuels causes floods.,The pollution generated by household combustion of fuels kills 4 milion people a year and tends to affect countries in Africa and Asia.,0.9452031254768372,0.9441444277763368,3359
1674,1654,1298,music eases the feelings of hurt. ,listening to music increases the strength of your muscles.,listening to music  eases eases the feelings of hurt.,0.950337529182434,0.9117604494094848,3362
1675,1655,1299,american revolutions led to the establishment of democracy,the Spanish–American revolutions happened in the late 18th to mid-19th,american revolutions happened in the late 18th to mid-19th,0.8979039788246155,0.9267601370811462,3364
1676,1656,1300,Avoid walking on busy streets during rush hours.,During rush hours you should limit walking on busy streets.,For reduction of the effect of air pollution you should limit walking on busy streets during rush hours.,0.8614237308502197,0.919936180114746,3366
1677,1657,1301,the range over which sediment is deposited or eroded is known as the Tides,the sand range is influenced by the size and shape of the coastline,the range over which sediment is deposited or eroded is influenced by the size and shape of the coastline,0.939528226852417,0.9654009342193604,3368
